f00F,f00M,f05F,f05M,f13F,f13M,f25F,f25M,facF,facM,rotulo
68.72,59.69,0.00,83.17,76.47,52.79,110.28,61.86,297.75,154.37,3
56.03,56.62,38.91,52.88,7.77,17.88,78.20,0.00,131.70,98.38,3
32.33,26.11,23.68,13.01,28.21,58.13,31.69,0.00,118.32,13.75,3
52.16,221.42,66.09,66.23,100.37,179.34,187.76,190.89,266.49,153.34,3
42.11,32.94,27.57,35.13,7.98,46.12,45.44,22.19,92.89,16.11,3
67.79,111.86,124.39,133.29,167.34,98.69,171.08,103.73,260.37,0.00,3
26.36,100.75,84.38,108.41,108.56,74.90,101.32,4.84,207.58,129.08,3
60.96,21.28,30.94,52.99,21.12,89.00,31.08,36.49,153.06,14.56,3
72.36,63.80,55.77,109.75,43.00,39.87,50.05,72.88,145.98,79.79,3
55.53,64.23,46.75,0.00,30.26,56.00,63.88,59.11,82.17,58.33,3
123.35,118.07,41.84,86.57,84.96,20.04,113.28,0.00,230.02,75.08,3
68.14,104.34,107.83,125.09,51.82,60.35,84.47,49.72,183.17,44.91,3
112.66,95.76,66.82,168.10,78.05,104.25,173.60,70.41,306.77,104.45,3
49.97,13.29,32.47,100.09,63.57,74.47,115.54,40.19,166.02,16.77,3
32.08,78.21,71.79,10.90,57.14,55.91,195.49,17.89,198.84,65.41,3
58.73,33.93,38.86,40.77,52.00,72.33,102.29,8.75,90.45,56.39,3
133.58,93.04,25.12,24.95,40.98,62.47,102.44,20.02,126.35,62.62,3
113.14,92.33,67.85,9.33,30.39,90.27,104.63,95.80,251.83,55.10,3
98.34,74.26,41.71,76.01,52.18,49.51,29.91,30.71,261.67,44.61,3
64.83,45.82,83.77,73.53,26.64,119.33,145.23,27.92,108.77,92.82,3
93.61,155.23,75.26,52.71,0.00,34.23,67.03,7.46,276.98,94.50,3
105.22,166.58,98.03,90.76,147.55,76.84,85.47,104.66,306.96,155.85,3
41.69,55.09,18.04,23.38,9.86,55.03,31.47,14.54,44.78,34.37,3
19.09,56.38,18.45,1.11,38.04,0.00,13.25,0.00,131.06,55.07,3
29.45,10.02,13.78,20.44,13.67,33.55,3.33,13.64,49.39,27.62,3
68.23,36.71,40.85,45.07,32.60,93.24,81.92,51.34,132.10,27.95,3
87.69,140.49,86.34,83.96,198.72,140.05,137.89,42.82,261.11,175.71,3
43.85,66.63,8.95,130.32,8.38,70.89,145.50,44.43,236.22,168.58,3
40.73,36.69,45.58,17.53,161.56,80.92,118.12,44.11,198.24,55.05,3
37.05,17.04,15.84,14.62,0.68,27.89,3.77,17.67,33.68,42.06,3
120.05,122.40,116.35,12.43,135.97,107.64,108.34,63.75,319.92,125.37,3
62.27,90.31,77.33,56.02,40.65,47.53,96.54,61.17,146.07,56.69,3
57.02,48.11,46.35,28.87,26.50,63.53,119.67,48.95,139.82,30.51,3
79.18,55.34,61.68,19.16,15.35,35.63,29.22,12.35,126.35,32.59,3
98.76,115.58,89.61,68.53,85.22,96.40,96.70,43.08,312.61,203.97,3
20.82,31.82,45.98,49.01,24.59,36.62,45.47,0.00,110.19,32.09,3
126.11,183.45,16.83,103.68,89.51,108.74,72.23,49.83,349.97,220.16,3
18.94,22.55,8.90,27.42,14.09,18.86,43.34,23.12,55.55,15.63,3
24.10,107.55,90.48,81.65,70.63,126.47,0.00,37.46,176.23,124.79,3
48.32,15.70,20.98,0.82,25.45,48.98,31.09,28.85,147.27,12.64,3
109.32,121.19,30.75,38.39,8.70,92.48,94.88,53.09,169.65,91.29,3
52.14,107.81,4.56,53.88,96.79,0.00,146.18,68.39,415.72,128.19,3
35.04,36.91,27.95,37.08,28.45,15.24,48.75,40.23,70.19,30.52,3
7.01,9.25,13.66,19.54,11.08,25.08,21.59,21.49,72.73,36.39,3
24.37,12.64,71.51,45.39,88.45,11.86,61.96,73.11,131.68,86.50,3
65.89,88.84,119.88,19.00,7.47,188.62,118.45,29.54,248.11,0.00,3
159.45,126.20,0.00,86.18,98.58,141.72,126.80,11.92,289.75,103.08,3
77.25,61.20,31.49,51.83,69.91,80.64,78.39,51.38,251.00,0.00,3
69.83,30.67,19.80,35.62,71.50,32.67,27.91,38.49,172.18,73.56,3
0.00,74.26,76.42,95.80,185.41,111.72,102.31,0.00,212.28,115.09,3
20.37,41.75,47.55,1.77,34.29,38.17,0.00,25.97,96.72,77.21,3
43.13,103.19,81.31,30.95,4.89,45.55,51.27,29.92,203.39,91.66,3
60.04,32.71,113.58,122.23,125.59,0.00,101.64,102.53,536.11,274.72,3
10.25,14.85,4.79,2.21,16.29,17.78,19.46,10.15,32.12,4.47,3
2.02,67.54,0.00,104.80,39.33,73.83,84.28,41.56,169.05,56.58,3
8.72,40.27,59.34,30.81,35.81,28.94,85.52,81.23,123.83,49.20,3
99.20,169.88,90.34,37.13,24.37,61.56,30.87,25.18,287.91,119.74,3
78.03,76.72,54.08,67.90,23.23,66.93,8.50,22.86,147.00,74.08,3
12.31,15.34,18.55,19.60,15.49,28.52,24.49,15.80,66.07,9.24,3
40.44,73.09,30.03,45.66,15.88,40.59,37.28,62.83,163.37,85.05,3
74.29,161.84,0.00,37.43,105.06,179.04,54.73,7.16,257.57,52.45,3
0.53,6.01,5.64,15.68,5.75,18.49,13.96,3.65,36.26,11.63,3
17.25,111.17,0.00,53.23,154.86,75.06,170.32,19.13,266.53,63.75,3
51.46,55.21,34.18,72.22,35.06,31.98,63.17,35.10,130.56,32.85,3
36.86,12.94,43.94,27.91,4.98,10.48,50.81,46.11,117.17,56.45,3
179.24,135.60,74.68,96.71,103.50,134.80,0.00,82.32,257.91,160.20,3
72.11,74.42,0.00,6.02,32.27,83.91,38.72,43.83,169.99,10.87,3
27.55,66.20,39.63,109.18,0.00,145.12,157.48,33.34,325.80,28.03,3
17.96,97.24,48.06,56.20,65.76,82.90,133.52,15.33,155.51,75.00,3
83.40,135.61,69.27,33.29,46.51,140.31,26.56,39.36,335.08,70.81,3
39.63,84.77,100.66,80.95,70.63,66.14,94.19,0.00,330.54,62.97,3
29.79,18.48,22.84,34.08,32.96,26.56,22.96,4.93,77.09,33.84,3
23.64,16.17,31.50,16.32,7.97,24.58,22.90,9.82,50.65,21.80,3
47.39,31.34,3.66,12.80,39.23,0.00,56.75,15.32,74.45,36.33,3
24.46,0.00,37.69,79.82,34.28,60.86,47.98,86.08,368.65,88.35,3
51.77,54.96,54.75,36.86,38.42,46.15,77.81,14.70,199.81,51.89,3
107.01,74.50,85.17,104.06,127.26,75.93,15.91,87.06,252.72,85.48,3
44.16,18.01,0.00,47.86,82.68,106.85,119.32,167.86,275.83,184.35,3
87.55,193.45,101.53,73.54,233.23,56.90,156.12,52.84,427.02,242.31,3
16.76,17.57,18.80,21.73,12.07,37.13,21.15,18.61,87.85,27.20,3
121.84,84.40,68.72,65.99,0.00,94.27,21.02,14.17,257.79,174.53,3
62.42,88.48,105.71,53.06,121.51,121.24,27.25,0.23,142.48,76.84,3
43.90,86.69,63.42,54.34,118.17,177.05,86.59,35.72,97.91,70.20,3
89.22,97.60,130.96,55.06,73.30,112.50,47.03,149.86,328.20,77.85,3
111.96,28.06,103.97,100.36,146.21,40.83,189.66,67.58,301.64,149.17,3
108.15,33.48,132.68,62.33,76.54,26.95,87.51,61.86,236.54,0.00,3
93.14,22.24,0.00,70.00,16.25,21.80,54.76,32.66,172.23,82.12,3
39.40,102.25,79.90,84.64,69.10,96.49,97.15,57.42,122.05,137.33,3
106.78,34.20,55.60,0.00,46.15,85.30,30.76,72.30,327.17,155.47,3
35.30,45.27,85.66,118.28,37.71,74.58,72.04,68.07,177.76,92.86,3
66.52,110.43,58.36,53.15,135.08,82.64,41.54,70.13,217.69,72.95,3
24.05,15.10,27.61,16.64,22.86,30.14,4.84,15.26,60.11,15.95,3
84.50,122.22,16.01,56.68,17.89,33.06,21.65,106.64,343.38,93.73,3
106.00,144.06,83.65,45.88,171.03,80.77,142.27,29.15,327.79,183.27,3
5.58,8.87,7.90,22.28,17.50,22.45,13.56,13.56,65.04,10.27,3
98.59,3.33,43.98,60.25,0.00,32.41,136.72,13.64,213.75,106.17,3
134.52,60.25,71.25,85.03,59.27,106.22,60.00,0.00,266.00,144.95,3
9.33,7.58,12.63,17.21,18.47,28.72,0.00,8.43,35.63,14.29,3
20.47,22.79,11.63,0.00,18.10,25.19,44.99,52.35,59.42,44.58,3
129.38,179.62,70.79,85.11,136.97,115.11,100.86,76.55,339.49,137.03,3
50.58,38.95,15.43,36.76,26.72,20.77,49.36,29.77,129.51,25.21,3
103.90,95.33,80.80,25.31,19.19,72.61,74.21,64.71,214.58,135.34,3
104.04,144.61,109.82,76.30,53.15,58.89,41.40,70.25,190.47,2.59,3
13.71,15.46,17.59,25.09,1.61,27.19,19.40,12.89,66.72,27.05,3
32.68,23.20,59.38,0.00,21.80,86.88,53.17,25.65,107.69,48.40,3
41.46,81.63,51.74,19.28,53.67,26.65,30.84,91.75,230.82,136.71,3
94.80,139.47,50.78,105.34,100.74,123.25,195.16,0.00,347.38,49.77,3
22.11,0.00,15.25,19.12,22.68,17.53,50.68,17.19,84.78,34.77,3
69.80,31.49,50.44,71.95,92.84,87.58,159.15,94.95,325.52,95.35,3
100.40,62.07,95.45,125.20,140.27,56.07,120.70,0.00,186.63,153.18,3
32.10,4.86,12.76,7.30,18.89,12.20,16.62,12.81,37.16,23.11,3
65.44,126.89,109.68,165.05,116.35,5.01,142.69,117.93,413.78,159.88,3
63.68,25.24,0.00,63.92,45.23,2.73,90.86,4.65,121.96,86.41,3
11.23,26.02,4.27,18.95,27.82,63.68,23.26,27.80,121.93,36.94,3
89.69,85.98,66.13,136.96,83.40,110.74,125.32,0.00,203.28,68.22,3
10.51,40.68,44.91,11.44,29.14,25.60,33.52,8.74,76.73,41.58,3
89.04,139.37,63.63,169.71,33.84,93.83,178.32,36.52,383.88,75.35,3
79.58,107.78,38.66,51.61,105.88,146.48,0.00,57.16,144.05,122.01,3
32.52,31.15,30.53,58.07,0.00,36.80,51.11,31.86,113.39,44.29,3
61.01,0.00,56.56,74.07,60.17,59.07,73.14,35.73,132.97,112.41,3
70.27,54.61,13.36,54.16,122.83,135.58,52.20,17.91,206.38,115.29,3
36.41,37.76,13.16,0.99,16.27,38.39,29.94,16.80,76.77,35.40,3
27.99,13.98,9.15,6.60,19.57,0.00,19.48,6.02,67.76,15.56,3
200.92,164.45,11.50,84.85,0.00,56.29,185.25,30.08,294.91,191.80,3
66.15,38.61,71.82,98.60,0.00,64.03,81.93,2.39,85.26,94.47,3
30.51,7.58,23.68,54.21,12.97,32.30,24.45,5.64,109.19,64.24,3
69.16,49.10,49.89,19.84,19.37,44.99,28.54,29.80,119.33,14.36,3
76.43,37.29,23.61,18.86,49.60,61.99,36.45,44.28,178.51,48.12,3
108.63,61.53,49.91,20.36,46.67,95.53,81.28,90.24,290.94,16.31,3
88.47,225.03,63.48,96.02,44.35,115.12,141.88,58.53,410.97,131.48,3
67.49,17.51,112.11,75.22,64.84,96.37,143.24,41.03,130.68,30.23,3
38.89,0.00,5.88,41.64,32.37,20.61,13.00,25.06,107.58,55.39,3
22.47,31.76,14.26,11.78,36.90,11.48,27.32,0.00,53.25,29.57,3
2.77,61.27,71.39,141.55,115.21,92.73,36.78,89.18,280.12,48.36,3
137.95,185.94,76.83,98.35,137.61,164.12,101.04,119.23,170.75,229.79,3
79.65,73.50,98.27,45.58,47.62,22.09,122.76,65.26,263.08,203.41,3
5.31,15.38,63.18,71.75,24.10,47.74,37.20,58.61,203.75,63.29,3
21.32,20.32,11.11,8.72,18.59,10.61,12.90,11.32,49.34,25.46,3
154.34,117.26,31.11,16.69,133.12,191.91,166.79,133.61,248.53,186.27,3
33.50,28.81,23.05,48.91,59.76,70.14,50.41,7.31,148.82,39.53,3
86.57,37.76,110.95,110.65,27.76,144.17,86.80,36.74,301.65,122.18,3
47.64,30.45,71.36,84.43,38.35,43.00,67.06,28.76,94.88,45.93,3
38.77,58.97,44.94,12.93,8.01,0.00,70.77,0.00,117.67,10.30,3
85.21,60.93,49.31,4.48,29.21,27.06,32.45,57.08,126.86,83.75,3
0.00,79.26,32.30,113.15,84.47,60.92,90.93,9.34,176.63,84.52,3
48.43,72.04,72.68,93.19,14.81,24.68,63.31,0.00,180.30,32.47,3
80.54,103.54,108.06,75.28,26.74,47.98,110.62,82.05,341.89,161.25,3
48.66,10.81,0.00,47.65,30.26,32.80,30.99,50.32,190.06,119.15,3
61.87,47.52,61.42,63.71,11.34,53.35,55.99,13.51,56.21,46.09,3
53.41,23.62,21.55,29.90,21.52,36.64,31.98,7.58,98.19,1.25,3
89.10,134.66,35.51,88.26,22.90,81.28,29.47,78.05,435.98,199.40,3
53.22,49.59,47.51,25.16,22.37,44.88,35.06,7.37,64.47,28.41,3
65.85,27.59,28.90,26.50,73.33,47.76,57.65,33.28,167.79,137.02,3
32.66,116.12,50.11,147.56,114.52,19.82,122.21,95.85,273.67,159.27,3
54.75,69.83,41.09,27.03,50.17,73.30,11.77,59.19,128.77,79.06,3
15.01,29.26,45.03,30.52,35.02,33.48,13.48,34.25,57.43,29.19,3
11.95,22.17,15.19,0.10,14.39,24.04,24.01,22.97,35.70,20.81,3
83.35,122.52,68.26,109.83,88.45,43.04,17.56,0.00,286.27,19.92,3
61.82,52.02,10.74,46.97,56.88,47.04,32.05,0.00,101.35,88.84,3
31.24,42.21,57.77,13.20,32.11,26.78,59.51,30.47,98.25,77.01,3
1.00,20.74,14.96,11.23,0.00,14.12,26.59,18.26,59.20,8.18,3
34.11,14.11,44.76,0.00,40.53,69.42,34.11,0.00,155.90,74.31,3
31.90,85.22,0.00,0.00,49.83,98.62,43.78,12.68,298.89,164.49,3
42.86,18.76,96.78,69.08,123.90,114.38,98.38,76.98,244.40,244.98,3
111.66,142.41,89.33,11.00,38.28,114.65,131.48,5.92,288.89,246.97,3
70.56,71.14,101.69,99.39,30.57,71.28,96.59,31.70,181.98,28.63,3
18.93,107.19,2.20,34.95,63.74,14.22,59.66,16.15,129.39,55.60,3
189.10,35.19,22.67,139.38,109.27,100.45,97.09,56.59,460.43,151.33,3
21.20,40.14,44.00,29.90,36.08,22.22,35.37,13.50,89.67,40.84,3
32.09,39.82,4.19,68.08,49.64,39.72,52.95,61.69,79.79,47.08,3
42.67,64.60,17.39,50.05,55.15,49.26,59.04,27.31,157.03,15.81,3
121.56,78.55,45.39,41.37,41.80,52.30,72.57,2.72,199.86,111.21,3
100.29,113.42,82.62,85.23,74.31,80.86,178.26,148.26,252.01,139.76,3
28.48,79.16,51.24,45.20,15.82,100.44,95.14,73.53,199.39,69.55,3
137.25,135.10,68.47,127.19,84.15,64.60,186.46,211.55,237.01,149.50,3
10.84,128.58,73.41,12.26,76.46,99.76,122.71,32.28,204.50,128.29,3
104.93,58.94,34.78,46.47,49.44,62.55,7.09,51.63,160.78,118.31,3
162.33,102.85,43.75,149.08,39.49,0.00,179.14,126.07,249.21,272.74,3
33.47,0.00,38.53,21.09,92.14,33.21,102.55,0.00,190.87,62.72,3
9.30,31.04,23.39,10.08,11.85,38.24,16.54,1.47,99.70,13.46,3
37.47,19.34,17.10,21.50,12.55,8.09,16.60,5.98,71.12,12.85,3
63.24,71.88,88.63,38.76,137.22,150.94,135.75,181.64,445.29,69.38,3
11.82,33.25,17.25,46.36,37.69,32.09,43.99,12.24,90.13,32.99,3
96.29,134.61,93.46,153.44,101.84,177.69,113.61,93.09,256.27,148.65,3
36.68,52.64,93.50,30.55,32.80,44.58,71.25,0.00,174.31,101.72,3
95.08,74.37,54.10,86.13,62.02,80.85,120.43,34.92,235.55,133.94,3
35.33,118.22,34.32,66.60,68.95,9.58,42.26,0.00,165.97,27.21,3
60.41,12.43,37.97,11.01,15.66,69.70,12.04,24.29,138.95,81.63,3
107.46,103.35,112.09,0.00,159.11,126.36,222.82,144.42,278.70,296.51,3
61.55,105.06,117.29,41.28,171.79,10.80,90.03,80.19,135.17,78.61,3
19.69,21.49,5.18,23.67,11.61,13.12,19.35,2.57,62.76,4.72,3
178.41,116.22,90.58,170.07,99.62,0.00,99.94,51.61,419.72,213.32,3
57.81,75.31,24.04,25.54,0.00,11.61,78.13,0.87,67.45,21.86,3
20.31,24.93,35.14,21.60,0.20,51.43,33.14,12.97,68.08,29.68,3
64.93,35.54,34.74,26.43,19.37,51.12,55.10,25.42,135.83,52.22,3
101.68,120.84,69.03,47.42,152.80,92.35,133.65,26.16,193.20,90.48,3
83.48,59.23,101.81,61.92,45.55,100.78,128.17,98.59,213.64,71.40,3
57.37,0.00,22.42,32.44,27.98,11.28,0.00,0.00,153.09,75.67,3
42.36,111.28,112.18,121.54,92.76,34.42,88.41,5.39,319.67,96.98,3
60.33,110.57,105.83,115.68,149.90,209.80,231.91,29.57,417.54,160.68,3
62.26,112.02,64.17,61.57,83.50,96.62,55.44,36.47,335.07,15.96,3
25.13,47.80,53.15,57.25,66.35,26.57,31.68,38.30,147.31,81.52,3
111.78,128.06,161.17,59.30,45.29,95.11,104.14,55.78,414.29,32.19,3
82.14,176.38,181.53,46.77,134.52,138.91,102.61,46.95,242.77,75.46,3
22.36,24.37,20.94,12.63,15.44,15.50,23.79,8.64,46.11,10.69,3
52.86,70.91,107.67,72.46,8.84,64.77,17.49,25.94,164.61,43.93,3
97.77,76.33,38.03,76.78,47.70,112.82,49.86,25.80,301.93,83.26,3
45.77,50.68,10.79,115.75,80.42,61.44,60.04,0.00,258.46,94.00,3
78.60,107.10,46.63,34.64,8.65,77.45,90.34,57.51,167.89,42.81,3
61.84,82.35,41.49,14.78,17.48,56.91,55.55,43.30,164.06,115.09,3
24.07,6.41,30.31,31.53,23.85,4.00,89.24,26.85,104.93,67.24,3
62.83,85.22,47.40,116.17,21.46,47.35,0.00,7.05,181.92,147.21,3
49.18,40.91,38.89,45.53,34.60,41.06,62.60,33.89,114.48,69.21,3
32.23,5.52,24.18,0.00,14.35,10.07,13.35,5.30,74.44,16.48,3
92.84,97.95,80.34,211.38,51.36,40.29,122.71,53.54,239.21,116.20,3
64.49,95.05,15.14,77.83,21.59,21.29,47.93,80.47,275.17,11.27,3
54.78,41.82,45.62,51.88,97.40,45.08,60.13,0.00,148.59,60.79,3
57.00,52.03,170.70,82.64,95.15,103.18,74.71,0.00,202.40,62.66,3
61.10,77.68,92.21,89.86,65.97,79.79,97.31,30.59,234.04,92.65,3
30.99,61.01,46.10,16.96,32.71,60.83,33.09,13.17,156.08,60.69,3
34.93,11.21,32.45,43.90,37.50,18.37,21.93,19.07,56.86,31.55,3
53.72,78.61,0.96,4.93,0.00,50.16,69.34,51.26,130.50,83.95,3
34.02,0.00,61.31,16.06,52.71,15.98,69.02,50.96,109.94,82.75,3
78.66,61.73,0.00,144.23,81.08,86.44,88.10,4.22,213.22,27.56,3
118.53,157.31,46.58,0.00,96.66,19.34,110.27,160.70,283.82,167.21,3
50.57,33.30,12.19,12.77,40.99,0.00,63.76,28.86,135.20,58.86,3
107.88,118.20,27.65,21.81,77.00,46.61,80.76,59.13,198.48,117.46,3
141.31,174.00,43.82,173.25,105.97,114.39,95.54,31.55,309.92,153.98,3
132.37,47.98,37.58,40.76,35.13,122.05,35.28,45.74,295.23,92.81,3
128.21,228.08,230.50,59.41,149.00,140.39,66.16,44.41,296.93,205.94,3
21.64,14.11,18.63,1.42,6.05,9.11,10.85,11.00,42.04,15.96,3
130.36,74.60,37.01,134.21,109.72,144.88,31.22,41.57,196.76,214.23,3
21.35,4.99,28.77,39.28,29.56,14.77,51.32,6.52,118.50,48.21,3
155.03,68.06,10.70,47.57,73.25,76.11,109.00,62.58,369.38,233.90,3
133.50,0.00,63.63,96.40,74.54,178.22,91.43,0.00,405.85,156.19,3
199.58,184.11,177.36,54.83,238.37,220.02,42.19,24.84,310.55,35.86,3
35.62,48.98,24.22,21.61,25.72,24.67,39.13,16.00,87.95,33.45,3
73.15,35.54,27.98,72.80,48.98,65.61,96.76,44.35,209.81,61.60,3
24.90,18.20,20.50,4.48,20.51,8.14,46.85,4.42,60.47,38.35,3
54.27,52.74,82.18,67.65,41.95,71.68,108.25,16.39,196.90,16.72,3
67.79,113.33,20.07,15.62,8.63,111.57,46.49,52.15,241.14,133.30,3
16.42,15.44,15.03,28.16,6.57,14.60,0.00,14.55,46.05,12.22,3
42.56,19.08,0.00,35.27,59.14,53.34,73.77,2.91,166.33,56.56,3
27.32,32.81,65.66,41.13,16.23,32.52,71.00,23.66,157.37,32.62,3
43.43,43.82,81.37,39.77,23.53,34.02,101.51,0.00,110.21,47.20,3
41.19,20.95,11.91,0.00,14.47,45.28,25.74,16.56,68.66,44.82,3
0.00,36.24,0.00,12.96,14.87,11.71,25.51,19.93,81.28,30.52,3
79.11,63.00,36.68,37.32,31.83,35.57,43.05,16.81,134.43,54.62,3
23.42,206.47,0.00,133.85,21.61,158.76,99.25,81.08,393.17,71.33,3
95.53,120.99,7.96,0.00,0.20,53.25,76.80,33.14,211.62,19.57,3
31.44,33.72,7.70,12.93,1.42,33.16,19.84,11.90,50.82,14.27,3
27.93,22.75,27.68,22.80,20.78,30.15,25.95,17.03,77.43,11.96,3
114.59,149.46,14.16,66.62,41.44,27.97,143.55,48.82,231.11,71.34,3
96.36,126.57,75.80,107.12,53.45,103.97,114.41,84.51,225.62,142.48,3
75.48,21.51,101.95,152.51,134.73,47.45,140.18,40.39,273.24,70.36,3
34.72,100.82,68.03,50.35,24.67,75.08,30.06,46.73,140.52,68.33,3
39.73,72.54,44.20,105.41,112.09,99.44,8.90,12.20,165.50,82.88,3
65.31,121.44,54.23,120.11,73.78,64.29,127.45,80.77,398.82,286.96,3
38.31,21.21,65.88,41.06,85.75,102.96,44.84,27.90,164.43,58.03,3
11.34,15.87,6.64,24.70,9.56,29.79,18.82,15.98,60.69,19.81,3
26.45,48.23,68.87,25.51,42.82,60.60,35.85,8.45,117.88,51.38,3
48.94,63.97,59.34,51.91,72.15,56.11,35.74,39.54,155.26,29.15,3
68.91,98.93,114.36,29.52,122.96,48.58,98.37,0.00,454.63,217.62,3
23.34,64.35,16.77,46.27,36.45,9.06,35.14,5.26,100.84,25.90,3
71.87,70.60,14.32,62.57,24.12,46.29,50.65,7.64,126.57,114.29,3
111.45,91.51,98.54,76.78,128.44,124.70,18.84,28.31,302.39,117.44,3
89.94,96.19,95.86,50.79,88.61,68.23,102.29,17.17,232.25,47.31,3
132.57,67.20,69.02,43.81,28.52,105.23,83.50,37.94,104.02,3.14,3
51.51,48.51,31.43,49.48,61.63,18.87,29.58,15.35,177.47,71.68,3
151.22,138.44,74.94,97.23,68.93,96.50,57.20,0.00,258.81,157.71,3
12.57,21.68,10.66,12.69,7.18,20.94,15.89,4.05,77.65,11.37,3
15.00,23.12,15.05,19.63,16.53,16.27,10.70,4.17,30.06,22.60,3
20.56,17.84,79.64,28.98,67.11,134.99,103.54,45.66,230.61,136.65,3
36.76,39.82,12.21,17.55,2.66,2.68,34.15,0.00,75.00,33.94,3
5.62,7.14,5.02,17.00,7.66,11.00,4.95,7.88,31.99,18.57,3
77.29,34.43,109.78,139.25,167.16,66.71,0.00,12.98,263.65,83.85,3
10.97,11.38,11.11,13.51,10.63,25.79,14.73,0.00,44.94,9.64,3
27.01,32.47,36.28,32.60,3.94,32.57,45.81,7.60,86.38,44.45,3
105.20,101.32,57.27,157.55,107.81,166.56,4.29,39.37,173.17,178.17,3
20.28,151.99,79.99,88.85,31.24,14.10,124.55,118.18,146.91,174.13,3
49.54,113.27,61.50,100.41,139.75,51.03,93.71,17.84,271.30,145.93,3
111.75,111.40,74.42,113.30,74.60,33.66,15.40,87.72,246.06,179.61,3
94.39,156.53,10.58,32.74,130.14,48.66,94.54,62.89,400.20,203.21,3
37.63,100.44,80.86,31.66,56.18,0.00,68.05,21.94,211.79,51.92,3
30.91,38.08,58.66,33.38,14.24,59.30,22.45,0.00,87.96,29.89,3
157.81,124.09,53.12,83.62,101.78,51.95,102.87,37.87,180.60,60.45,3
129.65,165.57,194.09,213.45,28.08,103.55,141.99,60.11,218.37,102.63,3
55.70,43.88,12.54,32.85,0.00,5.78,67.51,0.00,74.22,48.97,3
94.90,92.33,20.17,46.25,52.88,63.23,46.01,21.53,160.29,151.82,3
16.90,19.33,14.06,34.55,45.81,46.31,10.46,0.00,77.81,44.29,3
28.09,150.98,14.05,30.07,70.29,163.50,34.96,77.32,365.57,140.32,3
27.18,77.25,38.25,27.39,36.25,32.33,54.21,22.99,68.16,65.87,3
14.56,2.07,4.30,16.76,16.86,22.94,14.66,7.02,42.92,10.64,3
19.05,67.79,59.51,53.40,101.04,37.40,29.58,33.21,161.88,106.53,3
62.17,19.17,36.04,39.12,33.46,72.90,45.33,13.56,124.19,53.41,3
50.16,203.19,0.00,36.03,119.93,128.48,95.48,9.86,201.27,140.78,3
56.53,132.67,140.25,132.33,70.02,95.22,162.50,81.04,243.32,189.52,3
9.36,19.01,22.36,6.68,11.06,2.89,14.87,4.26,28.64,19.54,3
59.99,33.80,69.89,0.00,96.25,32.22,121.40,40.50,148.24,123.20,3
96.35,105.66,23.65,54.16,38.00,48.48,30.54,63.28,142.41,19.96,3
161.39,78.89,11.66,29.51,0.00,82.09,55.14,53.73,358.67,139.38,3
57.05,117.02,46.15,18.56,125.10,277.48,59.25,75.23,209.68,196.12,3
46.95,69.56,4.18,41.90,19.89,51.70,77.96,67.13,144.89,45.46,3
80.57,85.71,99.14,104.88,46.68,32.17,76.80,51.37,279.88,179.15,3
43.30,70.12,33.34,82.91,44.24,46.19,60.37,30.37,127.99,52.83,3
150.41,44.24,125.37,106.51,53.63,88.51,161.60,77.36,294.43,197.47,3
126.94,78.06,63.20,255.92,51.97,180.52,114.21,0.00,270.99,138.83,3
126.90,139.20,208.16,14.92,114.78,14.60,128.08,0.00,454.81,178.21,3
83.38,170.26,0.00,104.74,73.59,81.51,153.89,52.86,384.33,97.01,3
80.11,47.83,123.21,142.43,198.97,111.78,147.88,12.36,207.67,108.69,3
110.84,83.04,68.78,38.95,73.73,100.73,45.15,21.56,173.56,103.24,3
72.77,114.47,24.27,22.28,40.34,116.95,102.48,0.83,158.70,116.96,3
51.18,46.35,0.00,49.61,7.37,20.79,13.49,8.23,68.06,25.37,3
23.04,78.60,24.22,38.25,49.34,65.23,61.14,68.26,176.73,65.35,3
62.56,78.54,114.59,66.35,52.29,87.11,90.01,0.00,137.77,84.81,3
48.75,15.50,11.04,38.23,17.60,55.08,51.27,4.58,101.66,38.79,3
18.17,0.40,39.92,28.95,11.15,22.21,48.17,14.75,60.68,47.81,3
39.74,23.19,24.17,11.11,30.34,35.13,18.14,15.89,77.32,68.18,3
203.06,98.85,214.93,209.01,0.00,95.42,164.73,43.03,391.98,171.34,3
145.85,204.69,0.00,0.00,49.00,118.19,44.01,83.32,239.14,100.31,3
37.12,104.65,187.45,137.26,108.08,92.32,202.05,64.02,233.64,158.85,3
77.47,69.01,97.51,91.25,41.66,22.57,106.69,77.61,231.97,90.35,3
9.58,76.66,2.63,115.20,93.73,24.44,54.48,33.09,217.16,89.63,3
17.94,20.32,30.57,23.33,19.19,13.20,38.94,32.33,111.12,48.27,3
13.39,4.36,18.84,3.47,16.14,18.79,18.17,7.13,35.02,10.64,3
8.89,17.65,39.46,14.98,37.30,30.43,57.27,19.17,76.06,42.66,3
95.29,59.73,0.00,80.87,33.19,23.01,139.98,36.84,231.17,126.06,3
190.98,93.08,123.03,83.78,55.69,105.46,131.98,30.56,300.77,82.94,3
120.61,84.42,16.40,117.26,35.15,76.65,67.97,45.37,301.28,60.37,3
21.47,30.89,13.46,8.15,5.19,15.68,16.90,0.00,36.42,5.31,3
64.06,107.14,91.17,143.94,71.39,100.92,83.50,0.00,220.07,71.79,3
177.97,143.71,0.00,82.54,100.20,41.08,70.76,0.00,377.14,108.23,3
